#Procedure: <__main__.icarusCalibCheckFieldSweepProcedure>
#Parameters:
#	Magnet Calibration Filename: ./calibrations/icarus
#	Delay between averages: 0.1 s
#	Magnetic field strength: 0.11 T
#	Calibration Name: theta_fieldsweep
#	Number of Averages: 3
#	Phi End Position: 0 mm
#	Phi Start Position: 0 mm
#	Phi Scan Step Size: 1 mm
#	Probe Station Name: Icarus
#	Theta End Position: 90 mm
#	Theta Start Position: -90 mm
#	Theta Scan Step Size: 1 mm
#Data:
phi,theta,X,Y,act_phi,act_theta,Xfield_avg,Yfield_avg,Zfield_avg,Xfield_std,Yfield_std,Zfield_std,Bmag,Bmag_deviation,Bmag_percent_dev,V,act_V
0.0,-90.0,26.78999,7.26097,-89.84669176508699,-87.61903785018897,-0.004585362906901033,1.2269238281253462e-05,-0.11027963453776042,1.650788248631833e-05,8.329478007827967e-06,1.4163756807984931e-05,0.11037492241131674,0.0003749224113167443,0.33968079263474393,-3.5994779820522154,-3.38104248046875
0.0,-89.0,26.78999,7.55586,-67.57268056699193,-87.40137329469017,-0.0046234366373697836,0.0019082226074218802,-0.11020532626953126,1.1807988148370021e-05,1.3885336626952895e-05,1.9788956874930478e-05,0.11031877182978918,0.0003187718297891773,0.288955201822778,-3.5811532811204105,-3.35968017578125
0.0,-88.0,26.78999,7.85273,-49.445361040949614,-86.84432876102213,-0.004615774690755202,0.003949862825520838,-0.11019060865885417,2.887164326851248e-06,1.1414822415545134e-05,9.909805673236667e-06,0.11035794955029292,0.00035794955029291864,0.32435320858312244,-3.5591783912674457,-3.33770751953125
0.0,-87.0,26.78999,8.14992,-38.27895296097346,-86.13200643193791,-0.004611782991536452,0.00584394241536459,-0.1101058735514323,1.0017744569728315e-05,8.999215644488299e-06,8.621957512600549e-06,0.11035725438700947,0.00035725438700946743,0.3237253309661182,-3.5338584117962077,-3.31146240234375
0.0,-86.0,26.78999,8.44629,-30.683564944126807,-85.30753177770094,-0.004610999707031244,0.007770885367838545,-0.11008331088867189,4.220476974411379e-06,5.074432040967691e-06,4.911058742039113e-06,0.11045353463746788,0.0004535346374678756,0.4106112483918901,-3.505139286485431,-3.28338623046875
0.0,-85.0,26.78999,8.74097,-25.348888018810317,-84.40315760328768,-0.004614224397786452,0.009739948681640631,-0.10998135369466146,1.0292002234219099e-05,6.674405736939847e-06,2.48205801512039e-05,0.11050817086362594,0.0005081708636259369,0.45984913120410964,-3.472956339179127,-3.25103759765625
0.0,-84.0,26.78999,9.03305,-21.772111071622476,-83.52229952154443,-0.004625593212890619,0.01158115351562501,-0.10983427931315104,2.283526488792528e-05,1.5070995265905953e-05,1.6982623462177302e-05,0.11053998435662497,0.0005399843566249729,0.4884968636171243,-3.4374034074065656,-3.21563720703125
0.0,-83.0,26.78999,9.32162,-18.727207592813194,-82.5853519173177,-0.0045824250813802,0.013517052360026047,-0.10967399285481771,6.453646143367324e-06,9.724105735770666e-06,2.4189619949197137e-05,0.11059879761032104,0.0005987976103210418,0.5414142135892102,-3.3987701712923863,-3.17596435546875
0.0,-82.0,26.78999,9.60646,-16.489999168326392,-81.64513276968772,-0.004560615185546869,0.015406253206380215,-0.10940247185872397,1.0258660803621283e-05,5.7704801451399175e-06,1.2001386021558405e-05,0.11057600416694678,0.0005760041669467808,0.520912445051943,-3.3575017620861503,-3.13568115234375
0.0,-81.0,26.78999,9.8865,-14.863129457475226,-80.7413686995005,-0.004564116569010408,0.017197740836588548,-0.10914992262369794,5.981184419578962e-06,3.1655632719319756e-06,9.308113247607824e-06,0.11059068251302742,0.0005906825130274213,0.5341159848234409,-3.3141274464780413,-3.09173583984375
0.0,-80.0,26.78999,10.16135,-13.313462356770074,-79.77297428569132,-0.004522238313802077,0.01911035680338542,-0.10884955437825523,1.1791278544599156e-05,9.647939894831058e-06,8.414825202603242e-06,0.11060687982609518,0.000606879826095183,0.5486818062758547,-3.269190907238213,-3.04718017578125
0.0,-79.0,26.78999,10.43063,-12.193210071602483,-78.81552464312183,-0.00453071813151041,0.020967430777994792,-0.10849152622070313,1.0860035203094196e-05,1.923407063721047e-06,1.0396157180662812e-05,0.1105919157168132,0.0005919157168132044,0.5352251229003857,-3.2231992217955177,-3.00079345703125
0.0,-78.0,26.78999,10.69404,-11.135316121396196,-77.86902491095535,-0.004487092236328119,0.022796514029947926,-0.10809141432291668,5.837522659965171e-06,3.980859730819631e-06,4.051169383091984e-06,0.11056025008556811,0.0005602500855681064,0.506737353736538,-3.176595153166375,-2.9534912109375
0.0,-77.0,26.78999,10.95098,-10.326225244986176,-76.89056327977035,-0.004495570019531245,0.02467332270507813,-0.10769252312825522,4.213568837851047e-06,1.924264732427764e-05,1.2137924229955669e-05,0.11057423995144267,0.0005742399514426649,0.5193252530560784,-3.129749539185298,-2.90924072265625
0.0,-76.0,26.78999,11.20175,-9.607631266491532,-75.90804066854487,-0.004491482698567704,0.02653374750976563,-0.10720168450520834,1.0687784321913504e-05,1.945680991920032e-05,1.1629265584278196e-05,0.11052788939673892,0.0005278893967389231,0.4776074162097392,-3.082967164367662,-2.86163330078125
0.0,-75.0,26.78999,11.44557,-8.93438624953686,-74.96270777143633,-0.0044512422200520775,0.028313854117838544,-0.10668877353515625,2.0360026837632073e-05,3.346271884961178e-06,1.788863136255305e-05,0.11047163568420482,0.00047163568420481583,0.42692921244783383,-3.0364992589164603,-2.8125
0.0,-74.0,26.78999,11.68292,-8.348802399552506,-73.96076729466951,-0.004431424104817702,0.030196229199218754,-0.10616030470377606,7.004159969460365e-06,1.3161767859593341e-05,4.052692499918072e-06,0.11046021941064163,0.00046021941064162963,0.41663814638167607,-2.990557240873904,-2.7679443359375
0.0,-73.0,26.78999,11.91323,-7.80393639111533,-72.96406591934063,-0.00439331578776041,0.03205560826822917,-0.10559240512695311,1.2460802463502832e-05,1.0729188085739986e-05,1.0703169736747124e-05,0.11043830524574225,0.00043830524574224594,0.3968779172832735,-2.9453243463801098,-2.72247314453125
0.0,-72.0,26.78999,12.13676,-7.34380146864248,-72.00345130930467,-0.004359376171874994,0.033825064241536466,-0.10498537794596356,1.5113675204788933e-05,1.6006828104486007e-05,2.1096886491906798e-05,0.11038599872270392,0.000385998722703923,0.34968087182286073,-2.900963662571626,-2.67913818359375
0.0,-71.0,26.78999,12.35335,-6.914012400864003,-71.00621903388175,-0.0043233511881510325,0.035653138378906254,-0.10433951816406249,5.6489706859137596e-06,7.1695761476414385e-06,1.2302964710547685e-05,0.11034750877328518,0.00034750877328518226,0.31492217372950165,-2.8576224546560103,-2.63519287109375
0.0,-70.0,26.78999,12.56315,-6.58316870946279,-69.98882401198684,-0.004327196402994786,0.03749533401692709,-0.10363843580729167,2.2981733370718983e-06,6.012819662646484e-06,2.7796687537602945e-06,0.11029755245848902,0.0002975524584890171,0.2697724943633743,-2.8154334940936554,-2.5927734375
0.0,-69.0,26.78999,12.76622,-6.168068178941489,-68.96808761161209,-0.004252110953776036,0.03934556595052084,-0.10292414137369792,3.5984536961281206e-06,1.1709256388639026e-05,1.2962366445499134e-05,0.11027027199133484,0.00027027199133483615,0.24509959615958365,-2.774514428423034,-2.55126953125
0.0,-68.0,26.78999,12.96286,-5.9010652978948865,-67.97410412754127,-0.004247596386718744,0.04109566767578126,-0.10212430209960939,7.565902803497689e-06,9.803652157768422e-06,1.6557820606772584e-05,0.11016473599167295,0.00016473599167295128,0.14953604725690373,-2.734966226361132,-2.5140380859375
0.0,-67.0,26.78999,13.15293,-5.599065726862796,-66.98204759052334,-0.00419976110026041,0.0428396699544271,-0.1013194782877604,1.1060226379799845e-05,1.6856079837017517e-05,1.3508739236418603e-05,0.11008411327529262,8.41132752926188e-05,0.07640818714892375,-2.6968715305799567,-2.47344970703125
0.0,-66.0,26.78999,13.33682,-5.331345566032988,-65.93600324873572,-0.004169809114583328,0.04468338129882813,-0.1004943236653646,9.01135572049209e-06,1.4636086237064947e-05,6.293199835529624e-06,0.11005953371383864,5.953371383864148e-05,0.0540922824490904,-2.660293474962329,-2.4371337890625
0.0,-65.0,26.78999,13.51474,-5.097249094735901,-64.91524792511585,-0.004142518261718744,0.04644118972981772,-0.09960394687500002,3.16536974491201e-06,1.3012879803537199e-05,1.9949212360047094e-05,0.1099767738849773,-2.322611502270089e-05,-0.021119109246642075,-2.625275255095439,-2.40234375
