#Procedure: <__main__.daedalusFieldRasterProcedure>
#Parameters:
#	stage X End Position: 27.5 mm
#	stage X Start Position: 26.6 mm
#	stage X Scan Step Size: 0.02 mm
#	stage Y End Position: 22.6 mm
#	stage Y Start Position: 22.1 mm
#	stage Y Scan Step Size: 0.02 mm
#	Delay between averages: 0.2 s
#	Volts to magnet: 5 V
#	name: fine
#	Number of Averages: 5
#	Magnet Phi: 0 deg
#Data:
X,Y,Xfield_avg,Yfield_avg,Zfield_avg,Xfield_std,Yfield_std,Zfield_std
26.6,22.1,-0.00322349853515625,0.24008173583984377,-0.009636568603515626,3.3453567468103465e-05,3.701601242081246e-05,2.4096428805111035e-05
26.62,22.1,-0.0031872631835937505,0.24012947631835938,-0.009657459716796876,1.4503933755246162e-05,2.3179554125356765e-05,1.3285601071473324e-05
26.64,22.1,-0.003205296630859376,0.24011144653320313,-0.00961936767578125,2.644401952831113e-05,3.993011419448355e-05,1.7797572506573554e-05
26.66,22.1,-0.0031751416015625006,0.2400708862304688,-0.009632738037109376,3.013554415635743e-05,3.250055165922808e-05,1.604501558208002e-05
26.68,22.1,-0.0032046789550781245,0.24007927978515625,-0.00964692138671875,1.683326930169235e-05,2.4152351358426334e-05,1.872063347729421e-05
26.7,22.1,-0.0031755029296875,0.24010286987304688,-0.009615965576171875,1.7010709204866896e-05,2.6314863889342822e-05,4.760894616450356e-06
26.72,22.1,-0.0031861926269531257,0.24011373046875,-0.009612247314453126,5.002085429642264e-06,2.9774896724577676e-05,1.0668265524011336e-05
26.74,22.1,-0.0032055932617187505,0.24011275512695315,-0.00959126953125,2.5929071883996265e-05,9.088020728760668e-06,2.852640512576247e-05
26.759999999999998,22.1,-0.0031782971191406245,0.2400721923828125,-0.009626877441406249,1.8897543155471255e-05,2.331242055598707e-05,2.02211094235759e-05
26.779999999999998,22.1,-0.0032438671875,0.2400744714355469,-0.009609356689453124,2.6904177352168936e-05,2.465485460566976e-05,1.5583813266791984e-05
26.799999999999997,22.1,-0.003234893798828125,0.24008357788085938,-0.009596563720703125,1.5663644209530107e-05,1.720365311437525e-05,1.5454784697610195e-05
26.819999999999997,22.1,-0.0032004150390625,0.24013457397460938,-0.00958267822265625,2.6839065258432178e-05,4.383140595883729e-05,1.6189025869586804e-05
26.839999999999996,22.1,-0.0031951062011718752,0.2401077917480469,-0.009580936279296876,2.39156115658615e-05,4.9399068404556615e-05,1.6312324234318836e-05
26.859999999999996,22.1,-0.00320139892578125,0.24010924682617185,-0.009548945312500001,9.542588852930116e-06,7.25598213225405e-05,1.383420508818729e-05
26.879999999999995,22.1,-0.0032231738281250006,0.24012528198242186,-0.009589663085937502,1.2415331790629404e-05,2.665656136110073e-05,1.807380590715551e-05
26.899999999999995,22.1,-0.00321320556640625,0.24013139648437498,-0.009557491455078126,1.4150069017882362e-05,3.5517720643559006e-05,2.387131500765839e-05
26.919999999999995,22.1,-0.00319439453125,0.24010581420898439,-0.009539414062500001,2.2567520225040793e-05,5.46723401446979e-05,2.1401533665359273e-05
26.939999999999994,22.1,-0.0031615246582031254,0.24009761962890624,-0.00953030029296875,1.2147399759893795e-05,1.8295088689765645e-05,2.4522704014741544e-05
26.959999999999994,22.1,-0.003182164306640625,0.24011564208984373,-0.009537742919921875,1.2310285596633263e-05,1.3057849631196431e-05,1.4072880834067115e-05
26.979999999999993,22.1,-0.00320683349609375,0.2401399072265625,-0.009545747070312503,1.609501981818135e-05,1.794584414833447e-05,1.739978835741754e-05
26.999999999999993,22.1,-0.0032039953613281257,0.2401123559570313,-0.009518132324218751,1.4489474903837402e-05,4.361926207339851e-05,2.8462689635056102e-05
27.019999999999992,22.1,-0.0031936279296875003,0.24010983520507817,-0.009531287841796876,1.6310329687503956e-05,3.346863749651055e-05,1.9617571770395907e-05
27.039999999999992,22.1,-0.003184630126953125,0.24015360717773437,-0.00952809814453125,1.201695484694534e-05,3.378857408292234e-05,2.561889581548041e-05
27.05999999999999,22.1,-0.0031922619628906245,0.24015507446289064,-0.009539420166015626,1.0975965164602062e-05,4.461960887266458e-05,1.2049688230929196e-05
27.07999999999999,22.1,-0.003174569091796875,0.24012939941406247,-0.009506368408203127,1.481292163474117e-05,3.1486644095163614e-05,1.9721898424560177e-05
27.09999999999999,22.1,-0.003181373291015625,0.2401070300292969,-0.009486461181640626,2.5314476089108148e-05,1.8272732519256787e-05,1.4510358641436051e-05
27.11999999999999,22.1,-0.0031812780761718757,0.24014477294921877,-0.0094913232421875,8.92592832748819e-06,5.831353967767885e-05,1.7771750820739494e-05
27.13999999999999,22.1,-0.0031822412109375003,0.24011328979492186,-0.009475183105468748,3.515552384368336e-05,6.354490745337004e-05,1.8982151042514222e-05
27.15999999999999,22.1,-0.0031619738769531253,0.2401124206542969,-0.009476644287109374,1.54615610930838e-05,3.363758221698024e-05,1.9159882880855725e-05
27.17999999999999,22.1,-0.00315637451171875,0.24010693359375002,-0.009475203857421876,1.3616360681396135e-05,4.886554337136267e-05,1.8220303169904103e-05
27.19999999999999,22.1,-0.0031841564941406247,0.24012293212890629,-0.00946031982421875,1.7348361390318062e-05,1.8190284342184052e-05,2.1146811187070756e-05
27.219999999999988,22.1,-0.0031815539550781253,0.24009021728515628,-0.0094448974609375,1.9218345188126582e-05,2.9855662310193364e-05,1.0977618346561766e-05
27.239999999999988,22.1,-0.003191611328125,0.24009976684570314,-0.009453037109375001,1.8104715753429414e-05,3.771446658498856e-05,2.3784631087754013e-05
