#Procedure: <__main__.daedalusRadialPoloarCalibrationProcedure>
#Parameters:
#	Calibration Name: shims_pv_0
#	Center Calibration File: ./proj_field_center_calib_icarus.csv
#	Azimuthal Angle: 0 deg
#	Magnet Voltage: 2 V
#	Queued Time: 2019-06-05 08:49:20
#	Start Y position: -15 mm
#	Y position step: 0.01 mm
#	Stop Y position: 0 mm
#Data:
R,Xfield,Yfield,Zfield,elapsed_time
-15.0,-0.002904974365234375,0.0034384948730468755,-0.06759204711914063,60.82647919654846
-14.99,-0.002883404541015625,0.003297344970703125,-0.06756826782226563,61.58552265167236
-14.98,-0.0029022338867187502,0.00317039794921875,-0.06755399169921876,62.351566314697266
-14.97,-0.002861102294921875,0.0031210083007812504,-0.06748397216796875,63.1606125831604
-14.96,-0.002852587890625,0.003005828857421875,-0.06746384887695313,63.97165894508362
-14.950000000000001,-0.00287052001953125,0.0029906860351562505,-0.06745135498046875,64.73570275306702
-14.940000000000001,-0.0028805786132812504,0.002978961181640625,-0.06745739135742188,65.49774646759033
-14.930000000000001,-0.0028881042480468754,0.0028786987304687504,-0.06744467163085938,66.2577896118164
-14.920000000000002,-0.002884014892578125,0.0028410400390625,-0.06742967529296875,67.01583313941956
-14.910000000000002,-0.0028656860351562504,0.0027863586425781253,-0.0673938232421875,67.83087968826294
-14.900000000000002,-0.00288526611328125,0.0027393127441406252,-0.06741371459960938,68.64792656898499
-14.890000000000002,-0.0028948486328125,0.00269385986328125,-0.06741085815429687,69.41897058486938
-14.880000000000003,-0.0028953491210937502,0.002690423583984375,-0.06737903442382813,70.17901420593262
-14.870000000000003,-0.0028715515136718754,0.002657293701171875,-0.06738564453125,70.93305730819702
-14.860000000000003,-0.00287119140625,0.002643341064453125,-0.06736542358398438,71.75210428237915
-14.850000000000003,-0.0028869262695312503,0.0026099975585937504,-0.0673701904296875,72.51814794540405
-14.840000000000003,-0.002870550537109375,0.0025933837890625,-0.06734948730468751,73.29619240760803
-14.830000000000004,-0.0028752197265625003,0.0025800537109375004,-0.06736347045898437,74.07223677635193
-14.820000000000004,-0.002886553955078125,0.0025483886718750005,-0.06735120239257812,74.84528112411499
-14.810000000000004,-0.00288624267578125,0.0025360046386718755,-0.06735006713867188,75.6063244342804
-14.800000000000004,-0.00290023193359375,0.002555865478515625,-0.06733308105468751,76.38336896896362
-14.790000000000004,-0.0029086120605468753,0.00252188720703125,-0.06732045288085937,77.15041279792786
-14.780000000000005,-0.0028592041015625003,0.0025197204589843753,-0.06729430541992187,77.90645599365234
-14.770000000000005,-0.0029083374023437503,0.0024965515136718755,-0.06731843872070313,78.66749954223633
-14.760000000000005,-0.00291513671875,0.0024713073730468754,-0.06732211303710937,79.42454290390015
-14.750000000000005,-0.0029116210937500005,0.0024328369140625,-0.06731725463867187,80.24158954620361
-14.740000000000006,-0.002881640625,0.00243309326171875,-0.0673339111328125,81.06263661384583
-14.730000000000006,-0.002920465087890625,0.0024805908203125,-0.06733390502929687,81.87568306922913
-14.720000000000006,-0.0029038818359375003,0.002421868896484375,-0.06731857910156251,82.69072961807251
-14.710000000000006,-0.002900299072265625,0.0024433471679687502,-0.06729772338867188,83.50577640533447
-14.700000000000006,-0.00289368896484375,0.0024404479980468753,-0.0673446533203125,84.31882286071777
-14.690000000000007,-0.002908837890625,0.002390234375,-0.06734557495117187,85.12886905670166
-14.680000000000007,-0.0028991638183593752,0.0023924011230468754,-0.06735547485351563,85.94391584396362
-14.670000000000007,-0.002876318359375,0.00239949951171875,-0.0673241943359375,86.758962392807
-14.660000000000007,-0.002902337646484375,0.0024025390625000004,-0.06736004638671876,87.57300877571106
-14.650000000000007,-0.0028958190917968752,0.002385052490234375,-0.067315283203125,88.39105582237244
-14.640000000000008,-0.0028810058593750003,0.0023715515136718754,-0.06730199584960937,89.20410251617432
-14.630000000000008,-0.0028725952148437504,0.0023589172363281253,-0.0672972900390625,89.96614575386047
-14.620000000000008,-0.0028910827636718754,0.0023414306640625,-0.06731301269531251,90.7261893749237
-14.610000000000008,-0.002890838623046875,0.0023654724121093752,-0.06730903320312501,91.54323601722717
-14.600000000000009,-0.0028763427734375003,0.0023359741210937503,-0.06731064453125,92.3622829914093
-14.590000000000009,-0.002888592529296875,0.002336492919921875,-0.06730471801757813,93.17632937431335
-14.580000000000009,-0.00287706298828125,0.002297698974609375,-0.06727116088867188,93.99437618255615
-14.57000000000001,-0.002897412109375,0.002313397216796875,-0.0672520751953125,94.81042289733887
-14.56000000000001,-0.002863165283203125,0.002289556884765625,-0.06724516601562501,95.58646726608276
-14.55000000000001,-0.0028662597656250004,0.0022925231933593753,-0.06727849731445312,96.40551424026489
-14.54000000000001,-0.0028900390625000005,0.00225103759765625,-0.06726458740234374,97.22256112098694
-14.53000000000001,-0.0028570861816406253,0.00225115966796875,-0.06726913452148438,98.04160761833191
-14.52000000000001,-0.0028541076660156253,0.00224820556640625,-0.06727289428710938,98.85465431213379
-14.51000000000001,-0.0028616088867187504,0.00227235107421875,-0.06728671875,99.67170095443726
-14.50000000000001,-0.00285614013671875,0.0022282775878906254,-0.06727937622070312,100.44374513626099
-14.49000000000001,-0.0028487548828125004,0.00220980224609375,-0.06728660888671875,101.26279187202454
-14.480000000000011,-0.0028519653320312503,0.002206719970703125,-0.06726925659179687,102.0188353061676
-14.470000000000011,-0.0028596374511718754,0.00220128173828125,-0.06727564697265624,102.82788157463074
-14.460000000000012,-0.00282672119140625,0.00220966796875,-0.06729939575195314,103.6379280090332
