#Procedure: <__main__.daedalusRadialPoloarCalibrationProcedure>
#Parameters:
#	Calibration Name: 5vn90
#	Center Calibration File: ./icarus_center_calib.csv
#	Azimuthal Angle: 90 deg
#	Magnet Voltage: -5 V
#	Queued Time: 2019-06-28 22:34:29
#	Start Y position: -15 mm
#	Y position step: 0.01 mm
#	Stop Y position: 15 mm
#Data:
R,Xfield,Yfield,Zfield,elapsed_time
-15.0,-0.007953785351562492,-0.0003992786132812412,-0.1377016275390625,60.85148048400879
-14.99,-0.007924280957031245,-0.000374345751953116,-0.13769141025390627,61.66452693939209
-14.98,-0.007809827832031241,-0.0003690784179687448,-0.13776480502929686,62.473573207855225
-14.97,-0.00773788569335937,-0.00037658574218749075,-0.13770146884765627,63.27561926841736
-14.96,-0.007683973339843747,-0.00036254765624998964,-0.13772314853515627,64.07366490364075
-14.950000000000001,-0.0076036144531249905,-0.00040281865234374076,-0.137748722265625,64.88071084022522
-14.940000000000001,-0.007485737255859368,-0.00038271367187499294,-0.13776699008789062,65.68175673484802
-14.930000000000001,-0.0074203075683593744,-0.00037641484374999895,-0.137789347265625,66.48780298233032
-14.920000000000002,-0.007322938183593745,-0.00037197148437499716,-0.13780629672851563,67.29184889793396
-14.910000000000002,-0.007199604443359375,-0.00036871831054687,-0.1378342142089844,68.09889507293701
-14.900000000000002,-0.007135224560546868,-0.000374211474609365,-0.13780672397460939,68.89894080162048
-14.890000000000002,-0.007036933544921874,-0.00038681523437499726,-0.13787369174804687,69.7029869556427
-14.880000000000003,-0.007000928906249995,-0.00040170781249999205,-0.13784753818359374,70.50403261184692
-14.870000000000003,-0.00694871333007812,-0.0003620471679687473,-0.13786556186523438,71.30507850646973
-14.860000000000003,-0.006855512646484374,-0.00038342167968749563,-0.13789242954101563,72.10612416267395
-14.850000000000003,-0.006742170361328119,-0.00035026738281249137,-0.13790859165039063,72.91517043113708
-14.840000000000003,-0.006660004833984372,-0.0003704211914062408,-0.13792980136718752,73.72321677207947
-14.830000000000004,-0.006589973095703118,-0.0003474475585937484,-0.13794753208007812,74.53326296806335
-14.820000000000004,-0.006491157177734373,-0.00036362187499999754,-0.13792183627929688,75.34130930900574
-14.810000000000004,-0.006437495068359368,-0.0003736133300781194,-0.13799209384765626,76.14935541152954
-14.800000000000004,-0.006330640820312497,-0.0003686450683593745,-0.13797004184570313,76.96540212631226
-14.790000000000004,-0.0062724193847656165,-0.0003956470214843688,-0.13800267734375002,77.77244853973389
-14.780000000000005,-0.006209675244140622,-0.00034761235351562364,-0.13803074741210938,78.57949447631836
-14.770000000000005,-0.006106599072265621,-0.000345695849609369,-0.13801004428710936,79.39154100418091
-14.760000000000005,-0.006037714794921871,-0.00039297368164062374,-0.13806699008789064,80.20058727264404
-14.750000000000005,-0.0059298229492187465,-0.00038431889648436746,-0.13808810825195314,81.00663328170776
-14.740000000000006,-0.0058527355468749945,-0.00032546879882811713,-0.1380846536621094,81.81667947769165
-14.730000000000006,-0.005828858593749993,-0.0003549976074218725,-0.13806879672851563,82.62972617149353
-14.720000000000006,-0.005692536572265615,-0.00034977299804686557,-0.138078995703125,83.4517731666565
-14.710000000000006,-0.005634913281249994,-0.00037531010742186677,-0.13809954013671874,84.26081943511963
-14.700000000000006,-0.005540089062499996,-0.0004103564941406179,-0.13811161899414062,85.06886577606201
-14.690000000000007,-0.00545201533203124,-0.0003898181640624998,-0.13813044223632814,85.88291215896606
-14.680000000000007,-0.005361103466796871,-0.00036510502929687494,-0.13816428623046875,86.6849582195282
-14.670000000000007,-0.0053005443847656195,-0.00038367802734374373,-0.13813819980468753,87.48200368881226
-14.660000000000007,-0.00520335200195312,-0.00037134892578124384,-0.1381640787109375,88.27804923057556
-14.650000000000007,-0.005139228466796868,-0.00034551274414062333,-0.138199308203125,89.08809566497803
-14.640000000000008,-0.005036408642578115,-0.0003744800292968739,-0.13822234897460936,89.89214158058167
-14.630000000000008,-0.0049696605957031195,-0.000358806201171874,-0.13822077426757814,90.6961874961853
-14.620000000000008,-0.004868085888671873,-0.0003617053710937429,-0.13821658725585936,91.5042335987091
-14.610000000000008,-0.0048477916992187425,-0.0003929431640624925,-0.13823829135742188,92.30827975273132
-14.600000000000009,-0.004733936718749991,-0.0003583667480468733,-0.1382883401855469,93.11232590675354
-14.590000000000009,-0.004610725048828118,-0.0003853564941406207,-0.1382910318359375,93.91937184333801
-14.580000000000009,-0.004525007275390618,-0.0003875110351562461,-0.13831264438476562,94.72641801834106
-14.57000000000001,-0.004493885449218742,-0.00038702275390624374,-0.13836418247070312,95.5304639339447
-14.56000000000001,-0.004402570751953119,-0.0004046008789062444,-0.13837138461914064,96.32650947570801
-14.55000000000001,-0.00434374506835937,-0.0003291431152343677,-0.1383995950683594,97.12855553627014
-14.54000000000001,-0.004290314892578119,-0.00033940922851562194,-0.13835530185546877,97.93460154533386
-14.53000000000001,-0.004151362255859374,-0.0003654651367187428,-0.1383906412109375,98.73964762687683
-14.52000000000001,-0.004052747753906245,-0.0003626575195312398,-0.13845283603515626,99.54269361495972
-14.51000000000001,-0.004010755566406246,-0.00034012944335937156,-0.13844630527343751,100.34973978996277
-14.50000000000001,-0.00390834467773437,-0.0003722705566406234,-0.1384882425292969,101.15578579902649
-14.49000000000001,-0.0038474437988281138,-0.0003784229003906195,-0.1384700784667969,101.96483182907104
-14.480000000000011,-0.0037409374511718704,-0.0004144519531249988,-0.138496769140625,102.76687788963318
-14.470000000000011,-0.003677186230468747,-0.0003577930175781216,-0.13851858310546877,103.56492352485657
