#Procedure: <__main__.daedalusCenterCalibrationProcedure>
#Parameters:
#	stage X guess: 12.25 mm
#	stage Y guess: 13.54 mm
#	Calibration Name: probe_wire_side
#	Volts to magnet: 5 V
#	Queued Time: 2019-02-04 09:43:58
#	Scaling from Z field difference to mm: 0.2 mm/T
#	Field Tolerance: 0.005 T
#Data:
X,Y,Xfield,Yfield,Zfield,elapsed_time
12.25,13.542999237060545,0.011455682373046875,0.22375206298828126,0.014988085937500001,1.1550240516662598
12.25,13.545997666015623,0.011398236083984376,0.22377462158203124,0.015011566162109375,1.9550254344940186
12.25,13.542998310546873,0.011416802978515626,0.22375633544921875,0.015005847167968751,2.755026340484619
12.25,13.540003784179685,0.011441296386718751,0.22379503173828127,0.01496876220703125,3.5950276851654053
12.25,13.543000427246092,0.011376678466796875,0.22376700439453123,0.014989392089843751,4.395028591156006
12.25,13.54000110595703,0.011358331298828126,0.22379092407226564,0.015000872802734376,5.165029764175415
12.25,13.53701084838867,0.011389624023437501,0.22369935302734378,0.015045147705078124,6.005030870437622
12.25,13.540016429443357,0.011407781982421875,0.22369468383789065,0.015056878662109375,6.845032215118408
12.25,13.537006566162107,0.011414569091796875,0.22373585205078125,0.015049664306640627,7.635033369064331
12.25,13.5400174621582,0.011407354736328125,0.2237451904296875,0.01507789306640625,8.415034294128418
12.25,13.543021021728514,0.01137935791015625,0.22369973144531252,0.0150902587890625,9.215035200119019
12.25,13.539996357421874,0.011407208251953127,0.22373840942382814,0.015026446533203126,10.015036582946777
12.25,13.536979674072265,0.011399816894531251,0.22370428466796877,0.015100402832031252,14.885043382644653
12.25,13.53397139038086,0.011386279296875001,0.22364422607421877,0.01511583251953125,15.69504451751709
12.25,13.53699080444336,0.011336712646484375,0.22373543090820314,0.015124261474609374,16.49504542350769
12.25,13.533961361083984,0.011391375732421875,0.2237013610839844,0.01509638671875,17.29505228996277
12.25,13.530945485839844,0.011359228515625,0.22373731079101564,0.01520362548828125,18.10708475112915
12.25,13.533983289794921,0.011366687011718751,0.22366081542968752,0.015170379638671875,18.889115571975708
12.25,13.5309380078125,0.011337457275390626,0.22369931640625002,0.015250494384765625,19.729116678237915
12.25,13.527893049316406,0.011369561767578126,0.22366437988281251,0.015264849853515625,20.50911784172058
12.25,13.524853463134765,0.011381530761718751,0.22364414062500002,0.015367572021484375,21.329118967056274
12.25,13.527930827636718,0.0113075927734375,0.22364566650390627,0.015346746826171875,22.099120140075684
12.25,13.530997916259764,0.0113614990234375,0.2236515869140625,0.015347027587890624,22.919121265411377
12.25,13.527915050048827,0.011359027099609377,0.22366359252929688,0.0153607177734375,23.729122161865234
12.25,13.524840357666015,0.01140743408203125,0.22362007446289064,0.015331390380859376,24.559123516082764
12.25,13.527921523437499,0.011391827392578125,0.22368722534179689,0.015348913574218751,25.33912467956543
12.25,13.530991870117186,0.01137039794921875,0.22366836547851562,0.015452960205078126,26.180131912231445
12.25,13.52791438720703,0.011353070068359375,0.22367734985351562,0.0153474365234375,27.026180267333984
12.25,13.530995606689451,0.011327386474609374,0.22363148803710942,0.015409680175781253,27.803184509277344
12.25,13.53407084472656,0.01137772216796875,0.2236462829589844,0.015386700439453125,28.593185663223267
12.25,13.537132834472654,0.011380584716796876,0.22371412353515627,0.015230499267578124,29.393186807632446
12.25,13.540193419189452,0.011328399658203127,0.2237021240234375,0.015163183593749999,30.193187952041626
12.25,13.543227354736327,0.01135162353515625,0.2236968933105469,0.01505621337890625,30.973189115524292
12.25,13.546244855957031,0.011407922363281251,0.22363799438476564,0.014922552490234376,35.823195695877075
12.25,13.54924335571289,0.011390045166015626,0.22369596557617188,0.014912408447265624,36.653197050094604
12.25,13.552227019042968,0.011452294921875002,0.22365040893554688,0.014781860351562502,37.44319820404053
12.25,13.555189510498046,0.011391070556640626,0.22372647094726564,0.014667529296875002,38.223199129104614
12.25,13.55812120727539,0.01140968017578125,0.22375052490234376,0.014665618896484376,39.00320053100586
12.25,13.561040931396484,0.011435302734375,0.2237441345214844,0.014558007812500003,39.793201208114624
12.25,13.563942045898436,0.011447552490234375,0.22370129394531252,0.014403601074218751,40.57320261001587
12.25,13.566828273925779,0.011404620361328124,0.22367926025390628,0.014390313720703124,41.39320373535156
12.25,13.569691634521481,0.011423870849609375,0.2237612548828125,0.014262359619140625,42.183204889297485
12.25,13.5725391418457,0.011418627929687501,0.22371217041015626,0.014158172607421877,42.983205795288086
12.25,13.57538091918945,0.0114267578125,0.2236897521972656,0.014151336669921875,43.79320693016052
12.25,13.578203347167966,0.0114482421875,0.2237315124511719,0.013987921142578125,44.5932080745697
12.25,13.581008192138668,0.01140447998046875,0.22373905029296878,0.013932458496093751,45.36320900917053
12.25,13.583788081054683,0.011454608154296875,0.22375638427734376,0.013837420654296877,46.13321018218994
12.25,13.586551014404293,0.011456011962890625,0.22372116699218753,0.013720355224609376,46.923211336135864
12.25,13.589308627929684,0.0114156494140625,0.22373540649414064,0.013675482177734375,47.70321249961853
12.25,13.592037867431637,0.011452374267578126,0.2237170593261719,0.01355606689453125,48.494213581085205
12.25,13.59475087646484,0.011406652832031251,0.22376735839843753,0.013514910888671875,49.27421474456787
12.25,13.597445031738276,0.0113611083984375,0.223756103515625,0.01338658447265625,50.05421590805054
12.25,13.600125617675776,0.011479638671875,0.2237674499511719,0.013333770751953126,50.84421706199646
12.25,13.602789705810542,0.011460760498046875,0.22380408935546875,0.0131978271484375,51.694218158721924
12.25,13.605441684570307,0.011518914794921876,0.22379229125976563,0.013194677734375,52.47421908378601
