#Procedure: <__main__.daedalusFieldRasterProcedure>
#Parameters:
#	stage X End Position: 12.43 mm
#	stage X Start Position: 11.43 mm
#	stage X Scan Step Size: 0.02 mm
#	stage Y End Position: 14.98 mm
#	stage Y Start Position: 13.98 mm
#	stage Y Scan Step Size: 0.02 mm
#	Delay between averages: 0.05 s
#	Volts to magnet: 7 V
#	name: probe_wire_side_0mm_shim
#	Number of Averages: 2
#	Magnet Phi: 0 deg
#Data:
X,Y,Xfield_avg,Yfield_avg,Zfield_avg,Xfield_std,Yfield_std,Zfield_std
11.43,13.98,0.014520419311523439,0.27153745422363285,0.01554276123046875,1.4251708984379732e-06,1.5121459960937278e-05,2.5372314453125065e-05
11.45,13.98,0.01456600341796875,0.27155767822265625,0.01557890625,5.8776855468749625e-06,3.9178466796851996e-05,1.0284423828124667e-05
11.469999999999999,13.98,0.01452481689453125,0.27149384460449216,0.015652627563476563,1.4367675781250776e-05,3.4152221679684125e-05,1.0385131835939643e-05
11.489999999999998,13.98,0.01453100280761719,0.2715214752197266,0.01564485778808594,8.7066650390627e-06,6.2225341796728895e-06,1.3619995117189476e-05
11.509999999999998,13.98,0.014501800537109377,0.27152537536621096,0.015726464843750003,1.3494873046875425e-05,2.0172119140626776e-06,2.1984863281249503e-05
11.529999999999998,13.98,0.0145563720703125,0.27154060363769533,0.01573159484863281,2.6123046874999833e-05,5.258178710942918e-06,5.410766601562575e-06
11.549999999999997,13.98,0.014532589721679689,0.2715632965087891,0.015792410278320314,4.733276367187636e-06,2.0660400390781763e-06,6.546020507813832e-06
11.569999999999997,13.98,0.014540167236328127,0.2715589172363282,0.015788223266601564,6.738281249999041e-06,1.6021728515641653e-05,5.422973632812979e-06
11.589999999999996,13.98,0.014492660522460937,0.2715721893310547,0.015795071411132813,3.5531616210937415e-05,1.1691284179660144e-05,3.7384033203108347e-06
11.609999999999996,13.98,0.014518081665039062,0.2715202850341797,0.015882269287109375,1.0122680664062869e-05,2.8933715820328443e-05,9.46044921875007e-06
11.629999999999995,13.98,0.014542044067382812,0.2715020477294922,0.015921249389648437,9.835815429687887e-06,7.293701171917633e-07,7.833862304688216e-06
11.649999999999995,13.98,0.014523187255859375,0.2715145751953125,0.015936422729492188,1.2878417968752512e-06,1.336669921886413e-06,1.6915893554687866e-05
11.669999999999995,13.98,0.014537496948242188,0.27149231567382814,0.015955148315429688,1.9226074218781086e-07,3.167724609376421e-05,1.1993408203132827e-06
11.689999999999994,13.98,0.014557684326171876,0.27149061584472656,0.015977688598632814,2.6989746093749982e-05,1.2237548828175626e-06,3.8552856445312964e-05
11.709999999999994,13.98,0.014493991088867189,0.27149284973144533,0.016016659545898437,6.491088867187876e-06,2.5418090820295003e-05,5.218505859383438e-07
11.729999999999993,13.98,0.014518283081054687,0.2714768524169922,0.0160651611328125,3.904113769531269e-05,1.3571166992187855e-05,3.778076171875519e-06
11.749999999999993,13.98,0.014514666748046875,0.2714999816894531,0.016101861572265626,1.7639160156245753e-06,2.2045898437489386e-05,1.167602539062576e-05
11.769999999999992,13.98,0.014494543457031248,0.2715096618652344,0.016093121337890627,2.5280761718750495e-05,5.975341796887745e-06,1.2268066406258271e-06
11.789999999999992,13.98,0.014491793823242189,0.27151671142578127,0.016140170288085936,2.5198364257812862e-05,2.4224853515636413e-05,2.402038574218779e-05
11.809999999999992,13.98,0.0144982666015625,0.27152471618652346,0.01618466491699219,2.8137207031247308e-06,8.859252929704908e-06,8.468627929688471e-06
11.829999999999991,13.98,0.014493823242187499,0.27149893493652344,0.016206414794921874,4.365844726562495e-05,5.138244628904998e-05,2.3504638671874648e-05
11.84999999999999,13.98,0.014500299072265625,0.2714870697021484,0.016218927001953126,2.630615234374724e-06,6.869506835954775e-06,6.1279296875004635e-06
11.86999999999999,13.98,0.014473950195312502,0.2714842498779297,0.016274612426757814,5.328369140624074e-06,2.0211791992186257e-05,1.5060424804688721e-05
11.88999999999999,13.98,0.014442340087890627,0.27150298461914063,0.01631678466796875,2.025756835937441e-05,1.5570068359394007e-05,1.842041015625087e-05
11.90999999999999,13.98,0.014513970947265625,0.27150515136718756,0.016334518432617188,9.466552734374405e-06,7.397460937502709e-06,7.412719726561379e-06
11.929999999999989,13.98,0.01447256774902344,0.2714823272705078,0.016343817138671876,2.3690795898437256e-05,4.3060302734321265e-06,1.8103027343750744e-05
11.949999999999989,13.98,0.014493301391601564,0.271478759765625,0.016371051025390625,1.2185668945313699e-05,1.6070556640657152e-05,1.9610595703125483e-05
11.969999999999988,13.98,0.014502752685546877,0.2714865844726563,0.01643015441894531,1.3592529296876064e-05,2.1429443359366473e-05,7.144165039061137e-06
11.989999999999988,13.98,0.014502481079101563,0.2715238220214844,0.016440533447265628,1.480102539063062e-06,1.785278320312611e-05,1.952514648437438e-05
12.009999999999987,13.98,0.014503756713867187,0.2714808013916016,0.01652266540527344,5.361938476562689e-06,1.0665893554667738e-05,2.341613769531181e-05
12.029999999999987,13.98,0.014480145263671876,0.27150361328125006,0.01654419860839844,9.167480468749885e-06,1.2390136718748446e-05,8.578491210938649e-06
12.049999999999986,13.98,0.01447499694824219,0.2715123779296875,0.016546807861328124,2.5259399414063154e-05,4.29016113281111e-05,2.6062011718747807e-06
12.069999999999986,13.98,0.014463385009765626,0.2714817932128907,0.016568121337890623,5.493164062500208e-06,2.8247070312487077e-05,4.669799804687437e-05
12.089999999999986,13.98,0.01444284362792969,0.27153435668945314,0.016627322387695313,1.5927124023438002e-05,7.012939453127087e-06,5.026245117186953e-06
