#Procedure: <__main__.daedalusRadialVoltCalibrationProcedure>
#Parameters:
#	Calibration Name: probe_wire_side_1.55mm_shim
#	Center Calibration File: ./proj_field_center_calib.csv
#	Queued Time: 2019-02-07 09:33:53
#	Radial Distance: 5 mm
#	Start magnet voltage: -10 V
#	Magnet voltage step: 0.1 V
#	Stop magnet voltage: 10 V
#Data:
V,Xfield,Yfield,Zfield,elapsed_time
-9.99847412109375,-0.017623577880859376,-0.20286693115234378,0.1715576599121094,8.386210441589355
-9.89898681640625,-0.017556115722656248,-0.20188714599609378,0.17071195678710938,8.916210889816284
-9.7991943359375,-0.017474566650390624,-0.20084063110351563,0.16999317016601564,9.446211814880371
-9.6990966796875,-0.01740384521484375,-0.1998692077636719,0.16913065795898438,9.976212501525879
-9.59869384765625,-0.017389617919921874,-0.19898257446289064,0.1682909912109375,10.516213178634644
-9.4989013671875,-0.017311126708984378,-0.19794744873046877,0.1674400085449219,11.051236629486084
-9.39910888671875,-0.01720179443359375,-0.19694593505859376,0.16665673828125002,11.561265707015991
-9.29901123046875,-0.017062786865234377,-0.19589301147460939,0.16570842895507815,12.068294763565063
-9.19921875,-0.016979791259765627,-0.19489201049804689,0.16489266357421875,12.580324172973633
-9.09912109375,-0.0169174072265625,-0.193824658203125,0.16400267333984375,13.084352731704712
-8.9990234375,-0.016869396972656252,-0.19277625122070313,0.16310728149414064,13.59538197517395
-8.89923095703125,-0.016825140380859374,-0.19168547363281252,0.16221664428710938,14.099411010742188
-8.79913330078125,-0.016660662841796875,-0.19068467407226564,0.16131404418945314,14.609440088272095
-8.6993408203125,-0.016554937744140626,-0.18958482055664064,0.16043360595703127,15.114468812942505
-8.59893798828125,-0.01648798828125,-0.18853875122070313,0.1594588806152344,15.622498035430908
-8.4991455078125,-0.016339099121093752,-0.1874101013183594,0.15858535766601564,16.12852692604065
-8.39874267578125,-0.016224066162109373,-0.18630878295898437,0.15764158325195313,16.638556241989136
-8.2989501953125,-0.0161698974609375,-0.1852165954589844,0.1565896484375,17.143584966659546
-8.19915771484375,-0.016140924072265625,-0.1840710876464844,0.15573579711914065,17.6576144695282
-8.09906005859375,-0.01592474365234375,-0.18286746826171876,0.15476290283203126,18.161643266677856
-7.99957275390625,-0.015901318359375,-0.18173929443359377,0.15374680786132813,18.672672510147095
-7.899169921875,-0.015790838623046876,-0.18062493896484377,0.15277189941406252,19.176701545715332
-7.799072265625,-0.01567529296875,-0.17938532104492189,0.1518219177246094,19.691730737686157
-7.698974609375,-0.015599072265625,-0.17823003540039062,0.15087178955078126,20.195759773254395
-7.5994873046875,-0.015473785400390625,-0.17703524169921878,0.14983726196289063,20.707788944244385
-7.49908447265625,-0.01535244140625,-0.1758677001953125,0.1488864990234375,21.211817741394043
-7.39898681640625,-0.015321173095703126,-0.17458941650390625,0.14779081420898438,21.732847690582275
-7.2991943359375,-0.015222882080078127,-0.17339567871093753,0.14675930786132813,22.236876249313354
-7.1990966796875,-0.01509698486328125,-0.172087841796875,0.14566947021484375,22.75290584564209
-7.09930419921875,-0.014937982177734375,-0.17083740844726564,0.14462105102539063,23.263935089111328
-6.99920654296875,-0.014931365966796875,-0.16961511840820315,0.14354969482421875,23.779964447021484
-6.8994140625,-0.014809338378906252,-0.16833460693359376,0.14243308715820313,24.28999376296997
-6.79931640625,-0.014590362548828126,-0.16704029541015628,0.14137692260742188,24.799022912979126
-6.69952392578125,-0.014572283935546876,-0.16575439453125002,0.14023229980468752,25.3130521774292
-6.59942626953125,-0.014383374023437501,-0.16437318115234376,0.1391933288574219,25.830081939697266
-6.4990234375,-0.014289447021484375,-0.16310620727539063,0.13802991943359375,26.354111671447754
-6.3995361328125,-0.0142119384765625,-0.1617119812011719,0.13689284057617188,26.867141246795654
-6.2994384765625,-0.014098962402343752,-0.16040996704101562,0.13576409912109375,27.406172275543213
-6.1993408203125,-0.01397568359375,-0.15891295776367187,0.1346106872558594,27.921201467514038
-6.09954833984375,-0.013853894042968752,-0.15756510009765626,0.13336695556640626,28.443231344223022
-5.99945068359375,-0.013826959228515626,-0.15613881225585938,0.13214511108398438,28.95426058769226
-5.89935302734375,-0.01359151611328125,-0.15474168701171875,0.13094237060546876,29.46628999710083
-5.79925537109375,-0.013444708251953125,-0.1532339050292969,0.12981771850585938,29.975319147109985
-5.699462890625,-0.013375152587890626,-0.15178069458007815,0.1284725341796875,30.485348224639893
-5.599365234375,-0.013304895019531249,-0.150323876953125,0.12727381591796877,30.9953773021698
-5.499267578125,-0.013101019287109376,-0.14876937255859377,0.12599126586914064,31.504406690597534
-5.3997802734375,-0.012974993896484375,-0.14719180908203125,0.12468223266601564,32.02143597602844
-5.29937744140625,-0.012898187255859376,-0.14562747802734374,0.12336793823242187,32.52646470069885
-5.19927978515625,-0.012723657226562499,-0.144034326171875,0.1220292236328125,33.040494441986084
-5.09979248046875,-0.01263970947265625,-0.14247421875,0.120687060546875,33.54852342605591
-4.9993896484375,-0.012521130371093751,-0.14082394409179688,0.11928367309570315,34.05355215072632
-4.89959716796875,-0.012379010009765625,-0.139106396484375,0.11788736572265626,34.557581186294556
-4.79949951171875,-0.012222058105468751,-0.13745980834960939,0.11645809936523438,35.07461071014404
-4.69940185546875,-0.012098590087890625,-0.13576467895507813,0.11507158813476565,35.58663988113403
-4.59930419921875,-0.011905987548828125,-0.13401731567382813,0.11357503051757814,36.09466910362244
-4.49951171875,-0.011793914794921876,-0.13223792114257812,0.11207422485351565,36.599698066711426
-4.3994140625,-0.011576812744140625,-0.1304240234375,0.11054618530273437,37.131728172302246
