#Procedure: <__main__.daedalusVoltCenterCalibrationProcedure>
#Parameters:
#	Calibration Name: refurb_kepco
#	Center Calibration File: ./icarus_center_calib.csv
#	Magnet Azimuthal Angle: 0 deg
#	Queued Time: 2019-09-02 11:56:41
#	Start magnet voltage: -10 V
#	Magnet voltage step: 0.1 V
#	Stop magnet voltage: 10 V
#Data:
V,Xfield,Yfield,Zfield,elapsed_time
-10.0,-0.002319501904296868,0.31892650263671873,0.0019383993164062419,9.060012817382812
-9.9,-0.002284803417968745,0.31742035639648436,0.0019306356445312409,9.53001356124878
-9.8,-0.0022868786132812444,0.31591130488281255,0.0019022481933593724,10.000014066696167
-9.700000000000001,-0.0022971569335937456,0.314363477734375,0.0018711629882812442,10.470014810562134
-9.600000000000001,-0.0022757824218749972,0.31280322993164067,0.0018706319824218706,10.940015316009521
-9.500000000000002,-0.002275739697265619,0.31120625727539064,0.0018592489257812442,11.421034097671509
-9.400000000000002,-0.002257203320312491,0.30962602656250005,0.001852919580078119,11.853058576583862
-9.300000000000002,-0.002246351269531245,0.30804297602539066,0.001867763330078119,12.290083646774292
-9.200000000000003,-0.002222602490234364,0.3064118541992188,0.0018222860351562453,12.723108291625977
-9.100000000000003,-0.0022201244628906186,0.3047829967773438,0.0018397726074218732,13.155133247375488
-9.000000000000004,-0.002183973339843742,0.3031349560058594,0.0018313924804687423,13.584157705307007
-8.900000000000004,-0.002195466259765619,0.3014479687011719,0.001821047021484369,14.015182256698608
-8.800000000000004,-0.002180811718749995,0.29978133051757816,0.0018269674316406179,14.458207845687866
-8.700000000000005,-0.00217334711914062,0.2980727733886719,0.0018262289062499978,14.900233030319214
-8.600000000000005,-0.002113050488281247,0.2963585827148438,0.0017888998046874938,15.340258121490479
-8.500000000000005,-0.0021290661132812444,0.29462498286132816,0.0018053121582031137,15.767282485961914
-8.400000000000006,-0.00209569819335937,0.29289000361328127,0.0017658102050781208,16.20130753517151
-8.300000000000006,-0.0020648205078124954,0.29112734492187503,0.0017691793457031216,16.629332065582275
-8.200000000000006,-0.002081647900390615,0.289336036328125,0.0017488729492187438,17.06135654449463
-8.100000000000007,-0.0020632641113281155,0.2875388805664063,0.001756880761718746,17.504381895065308
-8.000000000000007,-0.0020571361816406203,0.2857383007324219,0.0017378438964843687,17.939406871795654
-7.9000000000000075,-0.002048841503906239,0.28388728754882814,0.0017054586425781157,18.38043212890625
-7.800000000000008,-0.002046119335937492,0.28204864619140624,0.0017091390624999966,18.815456867218018
