#Procedure: <__main__.icarusCalibCheckProcedure>
#Parameters:
#	Calibration Name: 
#	Delay between averages: 0.1 s
#	Magnet Calibration Filename: C:\Users\TopMob\daedalus_control\calibrations/icarus
#	Magnetic field strength: 0.1 T
#	Number of Averages: 3
#	Phi End Position: 180 mm
#	Phi Start Position: -179 mm
#	Phi Scan Step Size: 1 mm
#	Theta End Position: 0 mm
#	Theta Start Position: 0 mm
#	Theta Scan Step Size: 5 mm
#Data:
phi,theta,X,Y,act_phi,act_theta,Xfield_avg,Yfield_avg,Zfield_avg,Xfield_std,Yfield_std,Zfield_std,Bmag,V,act_V
-179.0,0.0,26.419,21.72001,6.745548011582338,-0.12135451275647686,-0.011664916992187501,-0.09862203776041667,-0.00021034138997395833,1.6950069128634232e-05,6.8996805972118734e-06,1.4545022506209792e-05,0.09930972190048673,1.77703857421875,1.77581787109375
-178.0,0.0,26.419,21.72001,6.752169154393185,-0.12545020926815398,-0.011673111979166666,-0.09859364624023437,-0.00021738077799479165,8.997558283132913e-06,3.879938521595364e-06,1.5377205174088343e-05,0.0992825053905535,1.77520751953125,1.7742919921875
-177.0,0.0,26.419,21.72001,6.752871618695016,-0.1157602755133554,-0.011675862630208334,-0.09860652465820313,-0.00020061645507812504,1.1725635977941692e-05,1.003539858404058e-05,1.0724088275573608e-05,0.09929558258195763,1.7742919921875,1.77703857421875
-176.0,0.0,26.419,21.72001,6.760523592427112,-0.10588181778022404,-0.011697416178385418,-0.09867569376627605,-0.00018362833658854168,7.879041115089429e-06,3.345787059658334e-05,3.716141693390943e-06,0.09936677414947233,1.77703857421875,1.77734375
-175.0,0.0,26.419,21.72001,6.764212487806041,-0.11818980611129346,-0.011711814371744794,-0.09874276936848958,-0.00020511474609375002,1.708825555112521e-05,3.0083267520902845e-06,1.5055355312578642e-05,0.09943512040771106,1.77581787109375,1.77703857421875
-174.0,0.0,26.419,21.72001,6.760728798553148,-0.11374705218290965,-0.011712778727213541,-0.09880226033528645,-0.00019752197265625,1.12969565299931e-05,2.138766708090869e-05,1.2306253646403142e-05,0.09949429555408726,1.77703857421875,1.7767333984375
-173.0,0.0,26.419,21.72001,6.742246592116608,-0.10438664551788616,-0.011678332519531251,-0.09878425699869792,-0.00018122762044270834,9.015825757503199e-06,1.8966266235194726e-05,3.741816271104115e-06,0.09947233647940491,1.7730712890625,1.7767333984375
-172.0,0.0,26.419,21.72001,7.08506079400646,-0.13142286710616274,-0.012269488525390624,-0.09871518147786461,-0.00022817179361979165,8.794504529479844e-06,2.246434853862674e-05,1.635538445937843e-05,0.09947501930258591,1.77581787109375,1.776123046875
-171.0,0.0,26.419,21.72001,8.078263183507582,-0.1280489363050369,-0.013976985677083336,-0.09847522379557293,-0.00022228597005208336,2.2651313009981362e-05,1.9961297126739155e-05,6.430615581257926e-06,0.09946243130578523,1.77642822265625,1.776123046875
-170.0,0.0,26.419,21.72001,9.067803594276548,-0.13075823286733046,-0.015678405761718753,-0.0982370096842448,-0.00022703043619791665,5.450308450374704e-06,9.54152446332727e-06,7.755068978209805e-06,0.0994805208156374,1.776123046875,1.77642822265625
